ID,sex,Aged,Married,TotalDependents,ServiceSpan,MobileService,4GService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,SettlementProcess,QuarterlyPayment,GrandPayment,CustomerAttrition
91F7DLK72QUUDKQTZ5Q1,1,0,0,0,4,1,0,0,0,0,0,Bank,93.5724047,462.323053,1
2S9W6J2SOEREXK6CCEGT,1,0,0,0,33,1,0,1,1,0,0,Electronic,61.54229306,1981.619801,0
JDSB9K6ZSUI7NX7PT7EY,1,0,0,0,24,1,2,0,0,1,0,Bank,65.77630752,1679.116875,0
HCF20LD0RRHL2QJRX9FT,0,0,0,0,36,1,1,0,0,0,0,Electronic,65.52988354,2345.602705,1
LDN5P90TG1MZFS8ZR0BI,0,0,1,1,49,1,2,0,0,1,1,Electronic,104.1720002,5070.824476,1
SKWDX1N2NOZ7Z84267ZT,1,0,1,1,69,1,2,1,1,1,0,Electronic,112.761096,7855.046151,1
AX00HKICDA7GH3ORMUZ3,0,0,0,0,5,1,2,0,0,0,0,Card,71.35828603,432.3191739,0
PQJPK5NL5ARWEBSEBRSG,1,0,0,1,4,0,0,0,0,0,0,Check,29.31314043,89.96934489,0
UDPDHLAD175GQYKYBBZM,1,0,0,0,68,1,2,0,0,0,1,Bank,19.85591072,1341.032454,0
R8ADZR37TWUCTFMQXKSR,0,0,0,1,6,1,2,0,0,0,1,Check,21.18185011,179.5172207,0
DR1IL7YKPN9I4N3QY2GC,1,0,0,1,52,1,1,0,0,0,1,Card,20.05711479,928.455296,0
0LRYFPUA5UPJ41LDDYEI,0,1,0,0,65,1,0,0,0,0,1,Bank,20.16446266,1196.877827,0
KYZ8PPHFOEBTS21KC2BL,1,0,1,0,50,1,2,1,1,1,1,Card,81.16010805,4355.011511,0
U594GXHMKWK3INMBNMHE,0,0,0,0,72,1,1,0,1,0,0,Bank,99.41828429,7456.985499,0
HO5CDHZR3QX3LA420TQM,0,0,0,0,70,1,1,1,1,1,1,Bank,115.6176248,7937.147548,0
NMWMOQS2DWJ1LTWO0J1Y,0,0,0,0,71,1,0,1,1,1,0,Bank,64.60653831,4464.473411,0
YXHDI72IEJCQXUAE1MPE,0,1,0,0,7,1,2,0,0,0,0,Electronic,69.36893373,572.1416482,0
J6W8TIYDMN04ZXSD9T4B,0,0,1,1,24,1,1,1,0,1,1,Electronic,99.3504689,2332.120847,1
BJR0H45SLPH7OMSCFCFJ,1,0,0,0,16,1,2,0,0,0,0,Bank,18.90097411,289.893234,1
QBMZC3DJU44JFSOCH3AO,1,0,1,0,16,1,1,0,0,0,1,Electronic,51.32360057,711.322657,0
3YENMFOOIKQLX82JCH4W,0,0,0,0,34,1,1,0,1,1,1,Electronic,99.5901442,3530.906649,0
HYFI1W53N32R0SS67EDS,0,1,0,0,5,1,2,0,0,0,0,Electronic,85.54345869,407.7047571,0
PIQUP782XOTSMGJ3UNR5,1,0,1,0,53,1,1,0,0,0,1,Bank,24.95523702,1443.946762,0
A266M63FGOHJWBZH43XZ,0,0,1,1,52,1,1,0,1,1,0,Check,80.36609824,3941.758341,0
30W6O2HYBED83S31WA2A,0,0,0,0,16,1,1,0,1,0,0,Electronic,100.2141931,1457.787167,1
1LFHIQYMWCQAJDPCMRU9,0,0,1,1,37,1,1,1,1,1,0,Card,79.138159,3182.72458,1
0KWTFOZM4U33354HEPD6,1,0,0,1,72,0,1,0,0,0,0,Check,19.62587396,1568.093322,0
GS5M7A0KXBMSE80BRGBB,0,0,1,1,7,1,1,1,1,1,1,Electronic,76.81077396,555.4142008,0
57HDYLHAAKF9MTJW5RDD,0,0,0,0,25,1,0,0,0,0,0,Card,19.5897606,456.3843836,0
WRZK0WE2LW83SS2CAHAL,0,0,1,0,48,1,2,0,0,1,0,Electronic,98.23436731,5059.887131,0
1948OCMTBRJOXDW0MBGG,1,0,1,1,70,0,2,0,0,0,0,Card,19.47140727,1326.734888,0
FBWIFK8DDJ0SFXCXKSD6,0,0,0,0,18,1,2,0,0,0,1,Check,19.87627059,359.5492862,0
M1NTPFUPS3MO4KSND5TP,1,0,0,0,-1,1,2,0,0,1,1,Check,75.2202884,74.67217716,0
WKRRLG2CL8UKTG0SP3OU,0,1,0,0,2,1,1,0,0,0,1,Check,18.93768216,18.57037303,1
13622GIN6H1IZHXPT8QP,0,1,1,0,25,1,2,0,1,0,1,Card,40.08075157,934.9588637,1
FEU2Q29RBAUHXJCDT3LA,0,0,0,0,56,0,2,1,1,1,0,Card,59.31257975,3282.679625,0
LYJS15OMPGN8TDJHCOKZ,1,0,1,0,47,1,2,0,1,1,0,Check,69.76787147,3435.414196,0
AWZ1TNXHU1AL469UAIDA,0,0,1,0,70,1,2,0,1,0,0,Bank,105.4422659,7566.8246,0
UJETOB3OGLQLMGUHO5YW,0,1,1,0,28,1,1,0,0,0,1,Check,24.68633964,733.3689584,0
R5SX4MBCUPTJOU6EAY57,1,0,0,0,52,1,1,0,0,0,0,Bank,97.93124824,5129.701102,0
YTGFTR3W10CZ3LR8IM7N,1,1,1,0,39,1,1,0,0,0,0,Electronic,93.9801817,3852.791376,0
XPCYLFEXZ9P014B92NAL,1,0,1,0,52,1,2,1,0,0,1,Bank,106.9109732,5762.823135,1
HLWUFNUDZAA5OI8R05MQ,0,0,1,1,22,1,1,0,0,0,1,Bank,19.00687479,479.1570364,0
IWCGIQZ5IEL1NEGLOCS7,0,0,0,0,3,1,2,0,0,0,0,Electronic,79.93186616,323.4200402,1
2ETDPTAFBXF0ZJYB0QMZ,0,0,0,1,1,1,0,0,1,0,1,Electronic,93.58529057,256.8709991,1
A5GAEP8IZJMC5C8HHJW4,1,0,1,0,6,1,1,0,0,0,0,Bank,50.19144332,393.0556969,0
PUK6JKENWG6HOZ94ZYQH,0,0,0,0,15,1,1,1,1,1,1,Bank,107.719703,1671.635772,0
TAW27TUOHWNCKC0DEXX1,0,0,0,0,10,1,1,0,0,0,1,Bank,19.77701525,237.9920845,0
FF1SZT6F44X1JUJM51E6,1,0,0,0,27,0,1,0,0,0,0,Bank,75.83872516,1834.362588,1
YTSJ56MN7KR0BEG2FR1H,0,1,0,0,38,1,1,0,1,1,1,Card,70.08819387,2497.975789,1
EIO0KM0B9LZWTAN198JL,1,0,0,0,6,1,1,0,0,0,0,Electronic,96.58761578,513.2186817,1
6X3KIAZLINJ3Q4H8ND31,0,0,0,0,-1,1,2,0,0,0,1,Electronic,57.2594582,56.32099374,1
WQS85LZRBZZHUH6EDOTF,0,0,0,0,47,1,2,0,1,1,1,Bank,105.6961081,4905.641986,0
U2151SYG45HZ2ORMQLZB,1,0,0,0,8,1,1,0,0,0,0,Electronic,83.44329296,791.4566849,0
ZUHGEG1YCR9MNONY2SCC,0,1,0,0,3,1,0,0,1,0,0,Electronic,77.19818365,150.1483424,1
C91CFP8W4U7B54Z24HIB,1,0,1,0,1,1,1,0,0,0,1,Electronic,77.73876271,78.14963225,1
M81RIHS6Q0IIL98EHXR9,0,0,0,0,2,1,0,0,0,0,0,Electronic,50.65617064,50.73781796,1
RX00Y14F3SFU543TK274,0,1,1,0,56,1,0,0,1,0,1,Electronic,45.8102329,2650.382357,1
0XAY910DTLYF515OBK8X,0,1,0,0,23,1,1,0,0,0,0,Electronic,102.6096123,2440.481557,1
MXCTHF620JGTBRN89LYB,0,1,1,0,69,1,1,0,1,0,0,Electronic,99.93090739,7212.911752,0
TG5XR0BNXPJRFNSHU3C6,0,0,1,0,36,1,1,0,0,0,0,Bank,19.21166683,804.8321122,0
4FTU0JPSGCAHRSMZWYXG,0,0,1,1,19,1,1,0,1,1,0,Bank,96.43262478,1916.934892,0
9O1G210F4C5OPSBWL9EK,1,0,1,0,57,1,2,0,0,0,0,Electronic,23.87720331,1262.512151,0
DY2L73QX5FRDZJW7GQ2J,1,1,0,0,64,1,0,0,1,1,0,Card,110.9405826,7431.857617,1
B0YAHF0RJTQK8ZA2NZ46,1,0,1,0,26,1,1,0,1,1,0,Electronic,106.1548283,3045.691892,1
E4CR4FB9FDUHCTYW7O37,0,0,0,0,10,1,2,0,1,0,0,Electronic,74.68767843,703.9025462,0
HUZHA0YNUDH94UN29921,0,0,0,0,52,1,2,1,1,1,0,Electronic,80.53032554,4300.949179,0
HG3U9CN236MXS5TCBCY0,0,0,0,0,63,1,2,1,0,0,0,Card,74.45089925,4697.185173,0
TCDDL5I63D7DL0S6EUN1,1,1,1,0,49,1,1,0,0,1,0,Electronic,100.3957536,5191.726322,0
9NRND181YXWX6KRENK7A,0,0,0,0,-1,0,2,0,0,0,0,Check,84.51693738,85.97361513,1
L5X17JF5JXRAY34K7ACA,1,0,0,1,7,1,2,0,0,1,0,Card,70.70481487,571.0158414,0
90MZPQ54COX23FBXWUU5,0,0,0,0,22,1,0,0,0,0,0,Electronic,81.53286061,1853.380412,1
HN6YD11LYYBIHNFRA6WZ,0,0,0,0,11,1,2,0,0,0,1,Electronic,96.50531823,1174.892338,0
0BWEQCLDS5FR6PEFXHSE,0,0,1,0,9,1,0,0,0,0,0,Electronic,84.5944633,855.724483,1
NG9YEK1ZJWE4BJMSZ5MS,1,0,1,1,68,1,2,1,1,1,1,Check,67.6344035,4627.138875,0
UT6T53WI3RJ7SSDTHD5H,1,0,0,1,5,1,2,0,0,0,0,Check,91.51815216,365.6724738,1
J19KYHHJKR1E3693KJ1Y,0,0,0,0,2,1,2,0,0,0,0,Bank,33.94343465,36.13633939,1
12M4Z3XILQZ5J1J4GNPK,0,1,0,0,6,1,1,0,0,0,1,Electronic,90.65714666,501.2904972,1
878PSYRR1Z1NNX726SEU,0,0,1,1,49,1,0,0,0,0,1,Bank,83.5623188,4116.081677,1
12CKHZ6QC1TIHRE1RLKI,0,0,0,1,14,1,1,1,0,1,1,Check,85.68527866,1164.957202,0
3BWLOK0P6FQUMXEW9HLZ,0,0,1,0,1,1,1,0,0,0,0,Electronic,37.90169217,97.8155839,1
9D5WBALFXBZQFPIGH4XN,0,0,1,1,63,1,2,1,1,0,1,Card,74.27037016,4688.576312,0
MRPKX9ZGGNTIPUD53JH0,1,1,1,0,-1,1,1,0,0,0,0,Electronic,86.91422918,84.99024422,1
2M0PTDEDORF93395KT6B,1,0,0,0,5,1,1,0,0,0,0,Electronic,21.25489736,101.4668911,0
602BQYT66Q0CLEJAQZCO,0,0,0,0,4,1,2,1,0,0,0,Bank,52.0693594,235.5483009,0
OQPJ4DIDKFXTA6YHXC2Q,1,0,0,1,21,1,1,0,0,0,0,Check,46.04253853,985.2064074,0
ONH0BQD0FB47GZHMG23F,1,1,0,0,18,1,1,0,0,0,0,Bank,83.78288799,1613.900666,0
FCRTWSZLW1H9S924CY94,0,0,0,0,43,0,1,0,0,0,0,Check,20.53117279,874.928287,0
FH3EKMFMB92LG9KUU18Q,0,0,0,1,7,1,2,0,0,0,0,Check,20.7175773,184.5590594,0
XRA69ENABSRLXC4SI47T,0,0,1,1,40,1,0,0,0,0,0,Bank,21.01697279,744.3798489,0
EGDYUBQP8UF2TJQ6XM17,0,0,0,0,1,1,0,1,0,0,0,Electronic,99.84163849,199.1038267,0
MT350XN1IAGIN1HA12BF,1,0,1,0,2,1,2,0,0,0,0,Bank,20.28260224,22.09554433,0
MIU1A6MQ1QQJENHU51YN,0,0,0,1,19,1,1,0,0,1,1,Check,49.39601017,953.6055939,0
ZF9I48MOD5Q6LCCQDE3S,0,0,1,1,26,1,1,1,0,0,1,Bank,83.17297659,2320.05067,0
WO0YC0RQ6OTCHBJLMT7P,1,0,1,0,64,1,0,1,1,0,0,Card,80.43382278,5225.337244,0
4FH9QX64XOQNS53U8O2M,0,0,1,0,56,1,2,1,0,1,0,Electronic,53.34225105,3171.837053,0
9YE127QZ62B1YFWTLCCA,1,1,1,0,67,1,1,0,1,0,1,Bank,47.17559948,3026.479044,0
UJO08IWMHHGR2OBO53UQ,1,0,0,0,3,1,2,0,0,0,0,Electronic,70.0807673,145.0991421,1
QRH9T5LW6RCLIYL086E8,0,0,0,1,2,1,2,1,1,0,0,Check,57.63959861,225.0323548,0
8AXBKFXE86ASZR521FGZ,0,0,1,1,68,1,2,0,0,1,0,Bank,92.69824337,6397.997709,0
DC4W58OL1X2LO1E4Z113,0,0,1,1,70,1,1,0,1,1,0,Bank,58.56839266,4135.359229,0
YNQ6XSELKKODI6KZYYHL,1,1,1,0,4,1,0,0,0,0,1,Electronic,83.99194261,519.9964973,1
WJQC75E0D34S2OQYTEWS,0,1,1,0,66,1,2,0,1,0,1,Bank,70.37978954,4737.705549,0
YKYU2S3WCILRS8ZNHUAQ,0,0,0,0,1,1,0,0,0,1,1,Check,66.28885224,210.4400995,0
5DKNAAOWZDDIJ2A5HQ7B,1,0,1,0,66,1,0,0,0,0,0,Electronic,89.75690843,5930.106863,0
EOSH30LP2FMRUYWXNHTT,0,0,0,0,40,1,1,0,0,0,0,Check,21.84569875,960.5524028,0
DEKTGEYKSLASYREC1I35,0,1,0,0,6,0,1,0,1,0,1,Electronic,74.39819544,435.0688968,1
D09MXBISN2QO3H3OBABS,1,0,0,0,44,1,2,1,1,1,0,Electronic,114.6942583,5125.11638,0
WX7T1AZNY69KUFP51R4S,1,1,1,1,12,1,2,0,0,1,0,Check,30.50717313,354.8614225,0
KRU0KUFK4EKMQ8TW4NFL,1,1,1,0,72,1,0,0,0,0,1,Bank,26.42000513,1803.136212,0
JWP5WB267UY1E6H7BGI2,0,0,0,0,43,1,2,1,0,1,1,Check,73.12425687,3350.039413,0
208IO0QA821GBEUDSD1W,1,1,0,0,16,1,2,0,0,0,1,Card,50.01423644,864.4318259,0
5DMHYDUYMSW5M334ZWWO,0,0,0,0,53,1,2,1,1,1,1,Electronic,83.64882337,4483.23171,0
64WOYFANA41ZHRAC9557,0,0,0,0,8,1,0,0,0,0,0,Check,47.27491691,490.6211323,0
1HC16DZXGGNA4L99D657,0,0,1,1,22,1,2,1,0,1,1,Check,77.00810193,1625.37599,1
7O2H5EJ1EOFGXGUNBBLK,1,0,0,0,56,1,2,0,0,1,1,Bank,81.88287892,4806.636812,0
LBD4Z9D2413P2BUKPGR4,1,0,0,0,3,1,1,0,0,1,0,Electronic,64.63448393,154.95222,1
9I6W6MI1IK3MOAI12AA8,1,0,0,1,21,1,1,0,0,0,0,Check,21.65660824,451.7551065,0
IA18DZSAD22D8YW4C9U3,0,0,0,0,38,1,1,0,0,0,0,Bank,69.27191969,2598.181637,1
4U5KLCE6216WEY7R0HZS,1,0,0,0,11,1,1,0,0,0,1,Check,75.78135367,998.8671989,1
SU9A9LW2HU8U7ZEZ7HNE,1,1,1,1,66,0,2,1,0,0,0,Electronic,85.21174444,5689.438493,0
8X05L7JEYXYF3BR0M7R2,1,0,0,0,52,1,0,1,0,1,0,Check,40.96855619,1980.376584,0
UDFNZMJSQWMKEUBJ2WPT,0,0,1,0,54,1,1,0,1,0,0,Card,93.45657366,5074.303855,0
F8Y3R7TKL7HFFBK1RY4Z,1,0,1,1,70,1,0,0,1,1,1,Bank,58.24109817,4112.431328,0
F99TYRLD56BOD47P8KQK,1,1,1,0,5,1,2,0,0,0,1,Electronic,81.99860658,371.0406532,1
HLQ6KG51JUMQ65G781UP,1,1,0,0,53,1,0,0,0,0,0,Electronic,49.68025135,2550.864459,1
OI8PJ6ZQ1KI4A69SP0GA,0,0,0,0,42,1,1,0,1,0,1,Card,88.77586287,3974.688594,0
7SK9ZH6K6W62JJFULHNP,0,0,0,0,2,1,1,0,0,0,1,Check,19.57210333,19.27015377,1
EFQGZYDAGZMSLKYSD8JK,0,0,0,0,6,1,1,0,0,0,1,Check,18.02495835,154.8213101,0
8Q4OYACII6FG0EHL7OIN,0,0,0,0,44,0,1,1,1,1,0,Card,107.6688799,4966.003588,0
DF9PX5Q7N1Q59JS2UI9D,0,0,1,1,29,1,2,0,0,0,0,Check,21.41891971,697.2275983,0
R83UTNQ5W264W7JREPB7,1,0,1,1,39,1,1,0,0,0,1,Check,21.24447874,758.9260614,0
I9D92CI848W04TJ4ZLUG,1,0,1,1,44,0,1,0,1,0,1,Electronic,93.98912129,4294.362927,0
GXP7JHPZQ25YC5ZUEGUJ,0,1,0,0,48,0,2,0,0,1,0,Electronic,108.5703053,5346.126417,0
URYOJKCBWMSOA6691OGG,1,0,1,1,0,1,1,0,0,0,0,Check,20.34242699,38.02441292,1
COEXC5YEDYJX1NUSW22B,0,0,1,0,15,0,2,0,1,0,0,Electronic,85.41485111,1308.440925,1
FK2LHQLIDZBI8P6MDENN,1,0,1,1,65,1,1,0,0,1,1,Card,95.32968564,6303.796551,0
E5PLDHZUPQCYHPZJ5P7L,1,0,0,0,8,1,2,0,1,0,0,Electronic,95.22106823,955.2528726,1
OEXZXD0PSEEZC4JCJJLJ,0,0,0,0,41,1,2,1,0,1,1,Bank,53.74547505,2236.507189,0
M3FJ95FJKBN0YCOJU1CJ,1,1,0,0,42,1,0,0,1,0,1,Electronic,104.6001703,4132.751786,0
AL3DFOS0FUDTNW920YE2,1,0,0,0,31,1,0,1,1,1,1,Bank,108.9272979,3608.786467,0
BRKO855JF6O6HEOOBQQ8,0,0,1,0,56,1,2,1,1,0,1,Card,110.731725,6528.190607,0
QL8L37982F8KDL9IE9Z5,0,0,1,1,14,1,1,1,0,1,1,Bank,69.74674608,1114.564322,0
3MDHNR4M38A3PH9WD5SK,0,0,1,1,73,1,1,0,1,0,1,Bank,76.52211786,5480.384625,0
C7AGWC0MICZUTOP8AB31,1,1,1,0,22,1,1,0,0,0,0,Electronic,69.67724787,1473.331273,1
CRYOI72NCILTXKD7O3IH,1,0,0,0,38,1,2,0,1,1,0,Bank,40.63104536,1596.959785,0
4UI842IX7XHEBQZ6K234,1,0,1,1,36,1,1,0,0,0,0,Check,21.72017177,745.2352494,0
SLLZ2YN5FGQTO3P8RPQD,0,0,0,0,1,1,2,0,0,0,1,Electronic,71.60980286,73.20550174,1
8KKHAOF94BCD43UD79QK,0,0,0,1,28,1,2,0,0,0,0,Check,18.69111779,535.0348745,0
NSKF605POH6FLS889RCN,0,1,0,0,9,1,0,0,1,0,1,Electronic,29.61691217,222.73186,1
IM3B3XEC7KC78ANOTUYK,1,0,1,0,35,1,1,0,0,1,1,Electronic,69.32183177,2441.018936,0
R72RR507FU0G9BPQLI9O,1,0,0,0,2,1,2,0,1,0,1,Electronic,94.12388893,176.5980149,1
76RU7NPJQ3GZ6IDOD1CY,1,1,1,0,49,1,0,1,1,0,0,Bank,107.9927131,5430.408187,0
2FQ379DUYAJA35O225A4,0,0,0,0,15,1,1,0,1,1,0,Bank,95.82905398,1640.435474,0
SD2WXU4U9X7P04FEN714,1,0,0,0,53,1,0,0,0,0,1,Bank,43.84449781,2462.619871,0
LYLRE0RWAX6F8RYCEXJP,1,0,0,0,7,1,2,0,0,0,1,Electronic,19.35884353,178.4572074,0
C1E3G7JUKNFYS8INGME4,1,0,1,0,4,1,2,1,0,1,0,Check,36.1534045,100.4058313,0
TLKYKI0YG3J82QCSUF95,0,0,0,0,12,1,2,0,0,0,0,Card,19.4988309,239.3656021,0
ZBE6ZTEQ4CNOKY26BYUQ,1,1,0,0,41,1,0,0,0,0,1,Electronic,86.36071118,3645.302877,0
SDDFKJ6UWC09Y718IU8E,1,0,1,1,25,1,1,1,1,1,0,Check,53.55198418,1208.519402,0
8G7ZN140N8AQ3C5I8EIB,1,0,1,0,63,0,2,0,1,1,0,Bank,77.15293791,4819.358561,0
07RILD178FHO293W2YLY,1,0,0,0,18,1,1,0,0,0,1,Electronic,68.88254473,1221.690022,0
4H8CGE7W41NWBJD8M5J1,1,0,1,1,39,1,2,0,0,0,0,Check,19.70183703,754.4718649,0
5G7B7JPA3IKI5QDYM3EF,0,0,1,1,42,0,0,0,0,0,0,Bank,20.97695766,864.8180553,0
ITIWEM8MRF9K016UZZXB,0,0,1,1,32,1,0,0,0,0,0,Bank,19.17455871,600.5640221,0
C0ADFS12OD45RIBY6GHX,0,0,0,0,43,1,1,0,0,0,0,Electronic,101.5228431,4273.181927,1
4TIKX2TRGFEPWBX1R2IB,0,0,1,1,48,1,0,0,0,1,0,Bank,63.80416516,3007.22107,0
5QCTOZ1GSF23WA5KQRK0,1,0,0,0,10,1,2,0,0,0,0,Check,69.83214084,734.5207366,0
74SUI8FKO25F37Y9ZYR7,1,0,1,1,1,1,1,1,0,1,0,Check,59.25992743,133.0278003,0
1FLKUOL91J3TBW1GXH5X,0,0,1,1,73,1,1,1,1,1,1,Electronic,74.84896289,5237.711993,0
HWJYK5ZPGW5LLZN176II,0,1,0,0,15,1,0,0,0,0,1,Electronic,87.39223914,1280.600315,1
Z71598XCGWO5ABXTEYUH,1,0,0,0,53,0,1,0,1,1,0,Bank,97.60345052,5066.270317,0
GSGNYGFQ381BAGE80ESM,1,0,0,0,2,0,1,0,0,0,1,Check,35.51795515,33.7114404,1
D2DBGXLRMAMZ87CZ0X66,0,0,0,0,3,1,1,0,0,0,0,Check,20.8951177,33.55537526,0
OR9003FXL699I9W52CFI,1,0,0,0,53,1,1,1,1,0,0,Electronic,92.75446206,4738.632581,0
NIZWYS17MM1EHHDNO2ZH,0,0,1,0,1,1,2,0,0,0,1,Check,20.91978285,38.61592416,0
5XW6QJZ9SM35X1H0O5HH,1,0,0,0,14,1,2,0,1,0,1,Electronic,80.94182873,952.0543376,1
LJQE9HARMJZ1UM2H4ZAS,1,0,1,0,52,1,0,1,0,0,0,Electronic,84.39423566,4347.558172,1
8RGL72FXLADMAYYGOT5I,1,0,0,0,1,1,2,0,0,0,0,Electronic,36.13171083,35.77555445,1
GSF7ZSZZXLJRREBTNA1Y,0,0,0,0,11,1,1,1,0,1,0,Bank,97.62322626,1123.311425,1
EJKQTOU2B9PFEYDDDHL1,0,0,1,1,20,1,1,0,0,1,1,Check,98.75110886,1825.293316,0
Z15HJEALPI5FF0R4QPLX,0,0,1,1,64,1,1,0,1,1,0,Bank,86.08702379,5324.613777,0
AHF1ZCGW86LFA7L27JD1,1,0,1,0,53,1,2,0,1,1,0,Bank,55.737423,2976.747425,1
SRBSMLBJ41CGD9WRI0TA,0,1,1,0,53,1,2,0,1,1,0,Electronic,97.83714003,5437.861795,0
GN06QJ93SNHG2SLH83BM,0,0,0,0,59,1,2,0,0,0,0,Card,27.21807257,1475.437252,0
LQ6BF9G73J9LGJA3LKGC,1,0,1,1,9,1,2,1,0,0,0,Check,54.65898647,482.2977954,0
P4DU0NC7CT41F51B3M51,1,1,0,0,2,1,1,0,1,0,1,Bank,75.00753328,75.97106935,1
AKMDTYYOXRIAR980EJN4,0,1,1,0,21,1,0,1,0,1,0,Check,62.83488877,1381.885988,0
T04WRTM9QO00ISCN2TX3,1,0,1,0,70,1,2,0,0,0,1,Card,26.42212486,1717.43036,0
3YJ2AQ79HBQ5T8SXC7SI,1,0,0,1,38,1,2,0,0,1,0,Check,100.6996371,3895.729851,0
L8OTPRXUISP0572S9XJP,1,0,0,0,25,1,0,0,0,0,0,Bank,21.22305858,537.4202535,0
LTUHUFJ7AX19IFT46XTE,0,0,1,0,73,1,2,1,1,1,0,Bank,98.59770277,7016.436332,0
K06OQ556KH0BFBI2SAKZ,1,1,1,0,71,1,1,1,1,1,1,Bank,116.0283698,8317.264156,0
27GKTTIA3LKN5BGNY565,0,0,1,1,50,1,1,0,1,0,0,Card,91.59846693,4494.667883,0
O21HRWWKHR5J3O4RB8EK,1,0,1,0,68,1,2,0,1,1,1,Bank,97.53732246,6861.013731,0
OO1G6F6C8IIPCUQE252D,0,0,0,0,35,1,1,1,1,1,0,Check,76.48425436,2607.353164,0
MRZOYJ7STRGCBN75KAUF,0,0,1,1,61,0,0,0,1,0,1,Bank,105.0219535,6597.422161,0
F47G6NETW04OZLE1KLK3,1,0,1,1,45,1,1,1,1,1,1,Check,85.17146117,3858.210198,0
UBB09PQTI4BTDSNK61M3,0,0,0,0,2,1,2,0,0,0,0,Check,26.01451012,25.83113596,0
84K9BYWKLWRXBJNWTD6E,0,0,0,1,42,1,1,0,0,0,0,Bank,88.88463009,3644.868028,0
2L79K9GA24TNDRBWYEWX,0,0,0,0,42,1,0,1,1,0,1,Bank,61.37203017,2536.641392,0
MADS8E2CW00EUOETINDJ,0,1,1,0,46,1,2,0,1,0,0,Electronic,85.3443674,3862.71079,0
4GQ6CIE1QGQL4J9PT4SX,1,0,0,0,3,1,2,0,0,0,1,Check,79.79483161,397.8894124,0
82FXLY7HEWH993W45BEO,1,0,1,0,59,1,1,0,0,0,0,Electronic,99.14452404,5986.387586,0
X8AEPXPQO0O8N2W4IY6Y,1,1,0,0,1,1,2,0,1,0,1,Electronic,90.54120831,290.7295171,1
YCJHYQEGGT6EYBW3ZCZ0,0,0,1,0,66,1,1,0,0,0,1,Card,26.53281793,1734.182689,0
I57WP4CIRIWHLZTWZPHZ,1,1,0,0,53,1,1,0,1,0,1,Bank,50.95018295,2742.705525,0
Q4UDN8EGW1E627T0SOQI,1,0,0,0,3,1,2,0,1,0,0,Electronic,47.86349703,167.5399455,1
NJXI52EOLQ412PPB7B9U,0,0,0,0,48,1,2,0,1,1,1,Card,78.39603975,3772.395014,0
8Z9L1H0XDU0ZG1U3YGKF,1,0,0,1,69,1,2,1,1,0,1,Bank,105.69141,7382.919965,0
LKGGE9DYF81GB7H0YJIS,0,0,0,0,70,1,2,0,0,1,0,Check,40.43896271,2799.257265,0
1FR9NF8MO1256PQ58X8U,1,0,1,1,70,1,2,0,0,0,0,Card,25.14279205,1859.344866,0
4IA5MLL9WO0MZQ36D6RQ,1,0,0,0,2,1,2,0,0,0,1,Electronic,69.79057396,69.1184122,1
3LDPL4OJ3TBT1GI7CBTT,0,0,0,0,19,1,1,0,0,0,0,Card,100.5835371,1992.973568,0
GTTJ41ATDKAYTUNCZ8OH,0,0,0,0,56,1,0,0,0,0,0,Card,23.82639197,1423.036841,0
PEPKJX741NRKEEGF41IX,1,0,1,1,39,1,2,0,0,0,0,Bank,19.48378689,777.1622913,0
FOP3YL9RACK22X3MLJGJ,0,0,1,1,42,1,0,0,1,1,1,Bank,108.9788417,4455.292526,0
79L3Q2CZM9LKFJL3UD27,0,0,0,0,5,1,0,0,0,0,0,Electronic,89.90771568,369.7525091,1
9HY5SIWDNJ51M3DLP7DO,1,0,0,0,11,1,0,0,0,0,0,Check,73.57736374,810.5611077,1
BJIOOP5WJ2A5LAWQRNRP,1,0,0,0,1,1,1,0,1,1,0,Electronic,105.0974154,318.5242561,0
XP9XFDKSI7DRMT194CCQ,1,0,0,0,5,1,2,0,0,0,0,Check,23.27200714,99.96605985,0
KIFW25TO2NW8LK66R3MJ,0,0,0,1,69,1,1,1,1,1,1,Card,76.56512039,5523.223627,0
6KDQTI3EFA32MFCPPN1U,1,0,0,0,3,0,2,0,0,0,0,Check,20.12349474,56.2852583,0
4GSAB7SPGD62WGEI9Z1R,0,0,1,0,36,0,1,0,0,1,0,Electronic,57.50864745,1860.661186,0
OOOFZDL716Z413QIC5FO,1,0,0,0,20,1,1,0,1,0,1,Card,91.48276053,1782.010306,0
S2HR6IQ2RTNBQDA86T4K,1,0,1,1,51,1,0,1,1,0,1,Bank,98.68312321,4994.376525,0
7OFFU61BJFWBPGL1EUR7,1,0,0,0,2,1,2,0,0,0,0,Electronic,43.40224418,42.86740285,0
2ZGIO1KL2HRZ5C301YYD,1,0,0,0,32,1,1,1,1,0,0,Card,92.82678746,2979.207738,0
NG16TLCWI795G2EN6OGC,1,0,1,0,63,1,0,0,0,1,0,Bank,39.21861985,2336.337375,0
1LTKRR8MWQ1RJEC5LJ2Q,1,1,1,0,48,0,0,0,1,0,0,Card,90.88269566,4368.058558,0
7274EMLA3SER2FUJKMHF,1,0,0,0,2,1,1,0,0,1,0,Check,29.91919777,29.32240363,0
U3WI81894U7Z7JW3GU2X,1,0,0,0,43,1,2,1,1,1,1,Card,115.7708966,4895.952976,0
